phonetic,head_in_shuowen,head_gloss,head_dx_fanqie,char,sw_id,relation,shuowen_gloss,daxu_fanqie,mc_bs2014,guangyun_position,mc_confidence,head_mc_bs2014,oc_bs2014,oc_bs_match,head_oc_bs2014,head_oc_bs_match,morph_relation_auto,morph_diff,src
句,True,曲也。从口丩聲。凡句之屬皆从句。,古矦切,蚼,8883,聲,北方肓蚼犬，食人。从虫句聲。,古厚切,xuwX,曉一侯上,rhyme+tone_only,kuw,,not_in_bs,*[k]ˤ(r)o,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
句,True,曲也。从口丩聲。凡句之屬皆从句。,古矦切,䵶,8960,聲,𪓷屬，頭有兩角，出遼東。从黽句聲。,其俱切,,,none,kuw,,not_in_bs,*[k]ˤ(r)o,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
句,True,曲也。从口丩聲。凡句之屬皆从句。,古矦切,劬,9205,聲,勞也。从力句聲。,其俱切,gju,羣合三C虞平,identical_fanqie,kuw,*[g](r)o,mc_match,*[k]ˤ(r)o,mc_match,O,"ini,phar;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
句,True,曲也。从口丩聲。凡句之屬皆从句。,古矦切,斪,9431,聲,斫也。从斤句聲。,其俱切,gju,羣合三C虞平,identical_fanqie,kuw,,not_in_bs,*[k]ˤ(r)o,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
句,True,曲也。从口丩聲。凡句之屬皆从句。,古矦切,軥,9516,聲,軶下曲者。从車句聲。,古候切,kuwH,見一侯去,identical_fanqie,kuw,,not_in_bs,*[k]ˤ(r)o,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
句,True,曲也。从口丩聲。凡句之屬皆从句。,古矦切,䣱,9803,聲,醉醟也。从酉句聲。,香遇切,,,none,kuw,,not_in_bs,*[k]ˤ(r)o,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,詔,1526,亦聲,告也。从言从召，召亦聲。,之紹切,tsyewH,章開三宵去,initial_only,drjewH,*taw-s,mc_match,*[d]raw-s,mc_match,O,"ini,med;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,苕,664,聲,艸也。从艸召聲。,徒聊切,dew,定開四蕭平,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,超,982,聲,跳也。从走召聲。,敕宵切,trhjew,徹開三宵平,identical_fanqie,drjewH,*tʰr[a]w,mc_match,*[d]raw-s,mc_match,O,"ini,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,迢,1219,聲,迢，遰也。从辵召聲。,徒聊切,dew,定開四蕭平,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,韶,1734,聲,虞舜樂也。《書》曰：“《簫韶》九成，鳳皇來儀。”从音召聲。,市招切,dzyew,常開三宵平,initial+rhyme+tone,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,鞀,1803,聲,鞀遼也。从革召聲。,徒刀切,daw,定開一豪平,identical_fanqie,drjewH,*[d]ˤaw,mc_match,*[d]raw-s,mc_match,R,"phar,med,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,𠧙,2072,聲,卜問也。从卜召聲。,市沼切,dzyew,常開三宵平,initial_only,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,柖,3571,聲,樹搖皃。从木召聲。,止搖切,dzyew,常開三宵平,rhyme+tone_only,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,邵,4033,聲,晉邑也。从邑召聲。,寔照切,dzyewH,常開三宵去,identical_fanqie,drjewH,*[d]aw-s,mc_match,*[d]raw-s,mc_match,R,med;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,昭,4178,聲,日明也。从日召聲。,止遙切,tsyew,章開三宵平,identical_fanqie,drjewH,*taw,mc_match,*[d]raw-s,mc_match,O,"ini,med,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,佋,5162,聲,廟佋穆。父爲佋，南面。子爲穆，北面。从人召聲。,市招切,dzyew,常開三宵平,initial+rhyme+tone,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,袑,5275,聲,絝上也。从衣召聲。,市沼切,dzyewX,常開三宵上,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,髫,5738,聲,小兒垂結也。从髟召聲。,徒聊切,dew,定開四蕭平,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,卲,5753,聲,高也。从卪召聲。,寔照切,dzyewH,常開三宵去,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,貂,6094,聲,鼠屬。大而黃黑，出胡丁零國。从豸召聲。,都僚切,tew,端開四蕭平,initial+rhyme+tone,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,怊,6940,聲,悲也。从心召聲。,敕宵切,trhjew,徹開三宵平,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,沼,7220,聲,池水。从水召聲。,之少切,tsyewX,章開三宵上,identical_fanqie,drjewH,*tawʔ,mc_match,*[d]raw-s,mc_match,O,"ini,med,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,弨,8441,聲,弓反也。从弓召聲。《詩》曰：“彤弓弨兮。”,尺招切,tsyhew,昌開三宵平,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,紹,8508,聲,繼也。从糸召聲。一曰紹，緊糾也。,市沼切,dzyewX,常開三宵上,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,蛁,8750,聲,蟲也。从虫召聲。,都僚切,tew,端開四蕭平,initial+rhyme+tone,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,劭,9179,聲,勉也。从力召聲。讀若舜樂《韶》。,寔照切,dzyewH,常開三宵去,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,鉊,9310,聲,大𨮯也。从金召聲。鎌謂之鉊，張徹說。,止搖切,tsyew,章開三宵平,initial+rhyme+tone,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,軺,9471,聲,小車也。从車召聲。,以招切,yew,以開三宵平,initial+rhyme+tone,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
召,True,𧦝也。从口刀聲。,直少切,𨹸,9641,聲,耕以臿浚出下壚土也。一曰耕休田也。从𨸏从土，召聲。,之少切,tsyewH,章開三宵去,identical_fanqie,drjewH,,not_in_bs,*[d]raw-s,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
史,True,記事者也。从又持中。中，正也。凡史之屬皆从史。,疏士切,吏,5,亦聲,治人者也。从一从史，史亦聲。,力置切,liH,來開三之去,identical_fanqie,sriX,*[r]əʔ-s,mc_match,*s-rəʔ,mc_match,R,"pre,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
吅,True,驚嘑也。从二口。凡吅之屬皆从吅。讀若讙。,況袁切,單,974,亦聲,大也。从吅、红，吅亦聲。闕。,都寒切,tan,端開一寒平,identical_fanqie,xjwon,*Cə.tˤar,mc_match,*qʷʰar,mc_match,O2,"pre,ini,phar",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
吅,True,驚嘑也。从二口。凡吅之屬皆从吅。讀若讙。,況袁切,患,6902,亦聲,憂也。从心上貫吅，吅亦聲。,胡丱切,hwaenH,匣合二刪去,initial+rhyme+tone,xjwon,*[g]ˤro[n]-s,mc_match,*qʷʰar,mc_match,C,"ini,phar,med,v,coda,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
吅,True,驚嘑也。从二口。凡吅之屬皆从吅。讀若讙。,況袁切,雚,2314,聲,小爵也。从雈吅聲。《詩》曰：“雚鳴于垤。”,工奐切,kwanH,見合一寒去,initial+rhyme+tone,xjwon,*C.qʷˤar-s,mc_match,*qʷʰar,mc_match,O,"pre,ini,phar,suf",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,㪉,2019,亦聲,合會也。从攴从合，合亦聲。,古沓切,,,none,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,匌,5782,亦聲,帀也。从勹从合，合亦聲。,矦閣切,kop,見開一覃入,no_match_first_reading,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,荅,247,聲,小尗也。从艸合聲。,都合切,top,端開一覃入,identical_fanqie,hop,*[t]ˤ[ə]p,mc_match,*m-kˤop,mc_match,V,"pre,ini,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,䢔,1116,聲,遝也。从辵合聲。,侯閤切,hop,匣開一覃入,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,跲,1379,聲,躓也。从足合聲。,居怯切,kjaep,見開三C嚴入,identical_fanqie,hop,*[k](r)op,mc_match,*m-kˤop,mc_match,R,"pre,phar,med;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,詥,1545,聲,諧也。从言合聲。,候閤切,hop,匣開一覃入,initial+rhyme+tone,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,鞈,1828,聲,防汗也。从革合聲。,古洽切,keap,見開二咸入,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,翕,2249,聲,起也。从羽合聲。,許及切,xip,曉開三B侵入,identical_fanqie,hop,*qʰ(r)[ə]p,mc_match,*m-kˤop,mc_match,V,"pre,ini,phar,med,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,鴿,2372,聲,鳩屬。从鳥合聲。,古沓切,kop,見開一覃入,identical_fanqie,hop,*[k]ˤ[ə]p,mc_match,*m-kˤop,mc_match,V,"pre,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,䶀,3074,聲,鼓聲也。从鼓合聲。,徒合切,thop,透開一覃入,rhyme+tone_only,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,㭘,3667,聲,劒柙也。从木合聲。,胡甲切,hop,匣開一覃入,initial_only,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,郃,4013,聲,左馮翊郃陽縣。从邑合聲。《詩》曰：“在郃之陽。”,𠊱閤切,hop,匣開一覃入,rhyme+tone_only,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,𢂷,4904,聲,士無巿有𢂷。制如榼，缺四角。爵弁服，其色韎。賤不得與裳同。司農曰：“裳，纁色。”从巿合聲。,古洽切,keap,見開二咸入,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,佮,5048,聲,合也。从人合聲。,古沓切,kop,見開一覃入,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,袷,5296,聲,衣無絮。从衣合聲。,古洽切,keap,見開二咸入,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,欱,5547,聲,歠也。从欠合聲。,呼合切,xop,曉開一覃入,identical_fanqie,hop,*qʰˤ[ə]p,mc_match,*m-kˤop,mc_match,V,"pre,ini,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,頜,5588,聲,𩔞也。从頁合聲。,胡感切,homX,匣開一覃上,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,恰,6943,聲,用心也。从心合聲。,苦狹切,kheap,溪開二咸入,initial+rhyme+tone,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,洽,7293,聲,霑也。从水合聲。,矦夾切,heap,匣開二咸入,initial+rhyme+tone,hop,*N-kˤ<r>[o]p,mc_match,*m-kˤop,mc_match,R,"pre,med;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,龕,7651,聲,龍皃。从龍合聲。,口含切,khom,溪開一覃平,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,閤,7698,聲,門㫄戶也。从門合聲。,古沓切,kop,見開一覃入,identical_fanqie,hop,*[k]ˤ[o]p,mc_match,*m-kˤop,mc_match,R,pre;uncertain,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,拾,7948,聲,掇也。从手合聲。,是執切,dzyip,常開三侵入,identical_fanqie,hop,*[d][ə]p,mc_match,*m-kˤop,mc_match,V,"pre,ini,phar,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,姶,8137,聲,女字也。从女合聲。《春秋傳》曰：“嬖人婤姶。”一曰無聲。,烏合切,'op,影開一覃入,identical_fanqie,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,給,8542,聲,相足也。从糸合聲。,居立切,kip,見開三B侵入,identical_fanqie,hop,*[k](r)[ə]p,mc_match,*m-kˤop,mc_match,V,"pre,phar,med,v;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
合,True,合口也。从亼从口。,候閤切,𧊧,8857,聲,蜃屬。有三，皆生於海。千歲化爲𧊧，秦謂之牡厲。又云百歲燕所化。魁𧊧，一名復累，老服翼所化。从虫合聲。,古沓切,,,none,hop,,not_in_bs,*m-kˤop,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,㖃,5742,亦聲,厚怒聲。从口、后，后亦聲。,呼后切,xuwX,曉一侯上,identical_fanqie,huwX,,not_in_bs,*ɢˤ(r)oʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,茩,414,聲,薢茩也。从艸后聲。,胡口切,kuwX,見一侯上,rhyme+tone_only,huwX,,not_in_bs,*ɢˤ(r)oʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,逅,1210,聲,邂逅也。从辵后聲。,胡遘切,huwH,匣一侯去,identical_fanqie,huwX,*[g]ˤro-s,mc_match,*ɢˤ(r)oʔ,mc_match,O,"ini,suf;uncertain",说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,詬,1712,聲,謑詬，恥也。从言后聲。,呼寇切,xuwH,曉一侯去,initial+rhyme+tone,huwX,,not_in_bs,*ɢˤ(r)oʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,缿,3290,聲,受錢器也。从缶后聲。古以瓦，今以竹。,大口切,haewngX,匣二江上,no_match_first_reading,huwX,,not_in_bs,*ɢˤ(r)oʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,郈,4125,聲,東平無鹽鄉。从邑后聲。,胡口切,huwX,匣一侯上,identical_fanqie,huwX,,not_in_bs,*ɢˤ(r)oʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,姤,8313,聲,偶也。从女后聲。,古候切,kuwH,見一侯去,identical_fanqie,huwX,,not_in_bs,*ɢˤ(r)oʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
后,True,遲也。从彳、幺、夊者，後也。,胡口切,垢,9085,聲,濁也。从土后聲。,古厚切,kuwX,見一侯上,identical_fanqie,huwX,,not_in_bs,*ɢˤ(r)oʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
否,True,不也。从口从不，不亦聲。,方久切,咅,3169,亦聲,相與語，唾而不受也。从丶从否，否亦聲。,天口切,thuwH,透一侯去,initial_only,pjuwX,,not_in_bs,*pəʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
否,True,不也。从口从不，不亦聲。,方久切,𦜟,2688,聲,豕肉醬也。从肉否聲。,薄口切,,,none,pjuwX,,not_in_bs,*pəʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
否,True,不也。从口从不，不亦聲。,方久切,嚭,3061,聲,大也。从喜否聲。《春秋傳》：“吳有太宰嚭。”,匹鄙切,phijX,滂三B脂上,identical_fanqie,pjuwX,,not_in_bs,*pəʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
否,True,不也。从口从不，不亦聲。,方久切,桮,3687,聲,㔶也。从木否聲。,布回切,pwoj,幫一灰平,identical_fanqie,pjuwX,,not_in_bs,*pəʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
否,True,不也。从口从不，不亦聲。,方久切,㫘,4234,省聲,不見也。从日，否省聲。,美畢切,mit,明三B真入,initial+rhyme+tone,pjuwX,,not_in_bs,*pəʔ,mc_match,NA,,说文: shuowenjiezi/shuowen; 广韵: tshet-uinh 0.15.1; BS2014: digling/cddb Baxter2014/raw/D_ocbs.tsv
